user_id,user_email,category_id,category_name,amount,movement_type,date,base_income,income_frequency
1,synthetic_user_1@example.com,0,Ingreso Base,1671.31,income,2025-05-04,1767.59,monthly
1,synthetic_user_1@example.com,0,Inversion,79.87,investment,2025-05-16,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,65.27,expense,2025-05-10,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,85.66,expense,2025-05-13,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,131.76,expense,2025-05-10,1767.59,monthly
1,synthetic_user_1@example.com,0,Salud,52.96,expense,2025-05-27,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,104.76,expense,2025-05-13,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,52.68,expense,2025-05-04,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,94.48,expense,2025-05-05,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,89.14,expense,2025-05-23,1767.59,monthly
1,synthetic_user_1@example.com,0,Ocio,80.85,expense,2025-05-23,1767.59,monthly
1,synthetic_user_1@example.com,0,Transporte,97.89,expense,2025-05-11,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,92.76,expense,2025-05-22,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,91.49,expense,2025-05-01,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,66.14,expense,2025-05-16,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,67.32,expense,2025-05-13,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,51.57,expense,2025-05-18,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,65.73,expense,2025-05-13,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,90.29,expense,2025-05-03,1767.59,monthly
1,synthetic_user_1@example.com,0,Transporte,65.36,expense,2025-05-16,1767.59,monthly
1,synthetic_user_1@example.com,0,Ingreso Base,1702.21,income,2025-06-03,1767.59,monthly
1,synthetic_user_1@example.com,0,Inversion,76.58,investment,2025-06-12,1767.59,monthly
1,synthetic_user_1@example.com,0,Ocio,67.89,expense,2025-06-23,1767.59,monthly
1,synthetic_user_1@example.com,0,Transporte,119.86,expense,2025-06-02,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,96.65,expense,2025-06-14,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,101.46,expense,2025-06-22,1767.59,monthly
1,synthetic_user_1@example.com,0,Ocio,87.1,expense,2025-06-10,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,65.35,expense,2025-06-01,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,94.94,expense,2025-06-25,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,132.25,expense,2025-06-14,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,110.05,expense,2025-06-07,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,45.32,expense,2025-06-09,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,60.18,expense,2025-06-10,1767.59,monthly
1,synthetic_user_1@example.com,0,Inversion,77.17,expense,2025-06-26,1767.59,monthly
1,synthetic_user_1@example.com,0,Ingreso Base,1714.12,income,2025-07-03,1767.59,monthly
1,synthetic_user_1@example.com,0,Inversion,82.93,investment,2025-07-11,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,54.04,expense,2025-07-20,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,71.26,expense,2025-07-08,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,31.06,expense,2025-07-20,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,63.87,expense,2025-07-09,1767.59,monthly
1,synthetic_user_1@example.com,0,Ahorro,83.16,expense,2025-07-14,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,81.71,expense,2025-07-20,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,74.14,expense,2025-07-17,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,87.45,expense,2025-07-03,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,105.26,expense,2025-07-18,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,46.65,expense,2025-07-04,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,54.25,expense,2025-07-27,1767.59,monthly
1,synthetic_user_1@example.com,0,Salud,99.47,expense,2025-07-16,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,38.49,expense,2025-07-12,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,105.34,expense,2025-07-14,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,165.45,expense,2025-07-12,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,19.34,expense,2025-07-26,1767.59,monthly
1,synthetic_user_1@example.com,0,Transporte,57.54,expense,2025-07-15,1767.59,monthly
1,synthetic_user_1@example.com,0,Ingreso Base,1681.04,income,2025-08-02,1767.59,monthly
1,synthetic_user_1@example.com,0,Inversion,62.74,investment,2025-08-16,1767.59,monthly
1,synthetic_user_1@example.com,0,Ahorro,106.26,expense,2025-08-23,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,45.27,expense,2025-08-18,1767.59,monthly
1,synthetic_user_1@example.com,0,Transporte,123.93,expense,2025-08-19,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,117.88,expense,2025-08-09,1767.59,monthly
1,synthetic_user_1@example.com,0,Inversion,64.97,expense,2025-08-03,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,83.47,expense,2025-08-15,1767.59,monthly
1,synthetic_user_1@example.com,0,Ocio,146.37,expense,2025-08-11,1767.59,monthly
1,synthetic_user_1@example.com,0,Transporte,150.12,expense,2025-08-18,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,111.0,expense,2025-08-08,1767.59,monthly
1,synthetic_user_1@example.com,0,Inversion,130.59,expense,2025-08-15,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,61.23,expense,2025-08-02,1767.59,monthly
1,synthetic_user_1@example.com,0,Ahorro,176.17,expense,2025-08-23,1767.59,monthly
1,synthetic_user_1@example.com,0,Ingreso Base,1750.82,income,2025-09-01,1767.59,monthly
1,synthetic_user_1@example.com,0,Inversion,71.08,investment,2025-09-23,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,92.4,expense,2025-09-09,1767.59,monthly
1,synthetic_user_1@example.com,0,Educacion,124.87,expense,2025-09-20,1767.59,monthly
1,synthetic_user_1@example.com,0,Transporte,60.93,expense,2025-09-21,1767.59,monthly
1,synthetic_user_1@example.com,0,Comida,172.14,expense,2025-09-02,1767.59,monthly
1,synthetic_user_1@example.com,0,Vivienda,93.47,expense,2025-09-23,1767.59,monthly
1,synthetic_user_1@example.com,0,Servicios,65.48,expense,2025-09-08,1767.59,monthly
